HIGHEST_CRIME_AREA,MURDER,KIDNAPPING,DOWRY DEATHS,DACOITY,BURGLARY,CRUELTY BY HUSBAND OR HIS RELATIVES,DISTRICT,RAPE,ROBBERY,THEFT,TOTAL_CRIMES,YEAR,TOTAL IPC CRIMES,STATE_UT
MAHARASHTRA,53,16,15,7,165,204,JALNA,8,43,309,2430,2003,2430,MAHARASHTRA
MAHARASHTRA,43,16,5,13,209,172,JALNA,16,46,345,2529,2001,2529,MAHARASHTRA
MAHARASHTRA,37,18,21,19,153,215,JALNA,20,58,391,2880,2005,2880,MAHARASHTRA
MAHARASHTRA,52,24,31,7,152,266,JALNA,17,36,361,2584,2007,2584,MAHARASHTRA
MAHARASHTRA,53,14,24,15,199,226,JALNA,10,39,338,2603,2004,2603,MAHARASHTRA
MAHARASHTRA,58,16,27,15,169,309,JALNA,16,56,346,2832,2008,2832,MAHARASHTRA
RAJASTHAN,30,34,8,0,75,75,JALORE,5,8,124,2411,2004,2411,RAJASTHAN
RAJASTHAN,21,36,9,2,79,107,JALORE,7,3,152,2329,2007,2329,RAJASTHAN
RAJASTHAN,21,47,14,0,74,122,JALORE,13,4,185,2506,2010,2506,RAJASTHAN
RAJASTHAN,21,29,10,0,73,81,JALORE,10,5,156,2106,2006,2106,RAJASTHAN
RAJASTHAN,24,37,8,0,63,106,JALORE,13,9,149,2472,2008,2472,RAJASTHAN
RAJASTHAN,21,42,9,1,90,142,JALORE,19,8,195,2684,2009,2684,RAJASTHAN
RAJASTHAN,22,42,7,0,69,75,JALORE,6,8,147,2404,2003,2404,RAJASTHAN
RAJASTHAN,15,30,5,1,75,59,JALORE,5,2,139,2108,2005,2108,RAJASTHAN
RAJASTHAN,17,44,12,2,104,96,JALORE,10,11,156,2507,2001,2507,RAJASTHAN
RAJASTHAN,19,39,10,0,111,84,JALORE,11,8,177,2587,2002,2587,RAJASTHAN
WEST BENGAL,108,35,4,7,7,164,JALPAIGURI,60,22,474,2301,2003,2301,WEST BENGAL
WEST BENGAL,126,359,18,11,135,1062,JALPAIGURI,334,76,2879,12992,2008,12992,WEST BENGAL
WEST BENGAL,117,312,12,19,61,649,JALPAIGURI,180,65,1290,7433,2010,7433,WEST BENGAL
WEST BENGAL,92,30,3,13,9,154,JALPAIGURI,38,27,400,1924,2002,1924,WEST BENGAL
WEST BENGAL,112,235,11,7,52,646,JALPAIGURI,193,69,1310,6445,2009,6445,WEST BENGAL
WEST BENGAL,118,69,8,6,21,229,JALPAIGURI,83,14,661,2866,2004,2866,WEST BENGAL
WEST BENGAL,87,74,15,9,40,237,JALPAIGURI,108,20,712,2886,2005,2886,WEST BENGAL
WEST BENGAL,86,62,6,5,25,250,JALPAIGURI,118,18,497,2610,2006,2610,WEST BENGAL
WEST BENGAL,122,234,14,5,55,632,JALPAIGURI,235,35,1538,6654,2007,6654,WEST BENGAL
WEST BENGAL,152,42,2,36,27,150,JALPAIGURI,54,58,486,2321,2001,2321,WEST BENGAL
BIHAR,10,8,1,8,0,0,JAMALPUR RLY.,1,3,123,223,2008,223,BIHAR
BIHAR,6,6,0,7,1,0,JAMALPUR RLY.,1,11,124,232,2009,232,BIHAR
BIHAR,10,1,3,25,3,0,JAMALPUR RLY.,0,4,171,328,2004,328,BIHAR
BIHAR,6,9,1,10,3,0,JAMALPUR RLY.,0,7,121,239,2002,239,BIHAR
BIHAR,6,4,0,11,0,0,JAMALPUR RLY.,1,10,59,192,2007,192,BIHAR
BIHAR,4,0,0,7,0,0,JAMALPUR RLY.,0,5,100,168,2006,168,BIHAR
BIHAR,7,8,0,9,1,1,JAMALPUR RLY.,1,13,117,225,2001,225,BIHAR
BIHAR,7,5,0,13,0,0,JAMALPUR RLY.,0,7,108,195,2005,195,BIHAR
BIHAR,3,11,0,11,1,0,JAMALPUR RLY.,0,7,148,246,2010,246,BIHAR
BIHAR,9,8,0,9,0,0,JAMALPUR RLY.,1,7,137,237,2003,237,BIHAR
JAMMU & KASHMIR,28,54,5,0,267,38,JAMMU,19,6,383,3626,2004,3626,JAMMU & KASHMIR
JAMMU & KASHMIR,22,52,3,2,205,45,JAMMU,25,2,370,3342,2007,3342,JAMMU & KASHMIR
JAMMU & KASHMIR,31,53,7,1,248,54,JAMMU,26,3,572,3851,2008,3851,JAMMU & KASHMIR
JAMMU & KASHMIR,23,84,6,0,216,70,JAMMU,36,1,494,3976,2010,3976,JAMMU & KASHMIR
JAMMU & KASHMIR,18,72,10,1,280,62,JAMMU,29,5,603,3746,2009,3746,JAMMU & KASHMIR
JAMMU & KASHMIR,27,43,5,0,238,26,JAMMU,13,4,479,3607,2001,3607,JAMMU & KASHMIR
JAMMU & KASHMIR,25,64,3,1,170,41,JAMMU,21,0,382,3233,2006,3233,JAMMU & KASHMIR
JAMMU & KASHMIR,23,64,10,7,223,17,JAMMU,7,4,407,3236,2002,3236,JAMMU & KASHMIR
JAMMU & KASHMIR,22,44,4,1,180,28,JAMMU,20,1,382,3085,2005,3085,JAMMU & KASHMIR
JAMMU & KASHMIR,34,64,3,0,252,21,JAMMU,20,10,363,3370,2003,3370,JAMMU & KASHMIR
GUJARAT,48,32,2,2,204,163,JAMNAGAR,20,20,530,3857,2001,3857,GUJARAT
GUJARAT,42,37,0,4,176,171,JAMNAGAR,8,24,372,3794,2004,3794,GUJARAT
GUJARAT,41,25,0,1,152,188,JAMNAGAR,14,14,402,3882,2005,3882,GUJARAT
GUJARAT,29,24,0,5,180,206,JAMNAGAR,13,22,361,3903,2006,3903,GUJARAT
GUJARAT,34,35,0,14,150,239,JAMNAGAR,17,22,410,5332,2008,5332,GUJARAT
GUJARAT,44,39,0,2,159,232,JAMNAGAR,14,23,359,3972,2010,3972,GUJARAT
GUJARAT,39,42,5,1,217,176,JAMNAGAR,25,24,500,3571,2002,3571,GUJARAT
GUJARAT,32,28,1,1,142,241,JAMNAGAR,17,11,363,4694,2009,4694,GUJARAT
GUJARAT,34,33,0,2,232,150,JAMNAGAR,10,19,388,3225,2003,3225,GUJARAT
GUJARAT,41,23,0,5,182,245,JAMNAGAR,11,23,404,6978,2007,6978,GUJARAT
JHARKHAND,81,82,12,8,156,72,JAMSHEDPUR,76,29,539,2755,2002,2755,JHARKHAND
JHARKHAND,49,40,12,12,108,58,JAMSHEDPUR,28,36,436,2138,2003,2138,JHARKHAND
JHARKHAND,81,69,6,10,134,88,JAMSHEDPUR,50,27,343,2712,2001,2712,JHARKHAND
JHARKHAND,81,82,12,8,156,72,JAMSHEDPUR,76,29,539,2755,2004,2755,JHARKHAND
JHARKHAND,106,88,8,25,138,78,JAMSHEDPUR,46,72,1327,3595,2009,3595,JHARKHAND
JHARKHAND,87,77,10,17,152,56,JAMSHEDPUR,37,49,834,3143,2005,3143,JHARKHAND
JHARKHAND,92,47,20,17,149,56,JAMSHEDPUR,65,62,944,3471,2007,3471,JHARKHAND
JHARKHAND,90,62,16,20,84,90,JAMSHEDPUR,54,36,754,3192,2006,3192,JHARKHAND
JHARKHAND,113,120,15,14,171,55,JAMSHEDPUR,38,36,947,3574,2010,3574,JHARKHAND
JHARKHAND,102,56,14,20,123,74,JAMSHEDPUR,41,59,890,3212,2008,3212,JHARKHAND
JHARKHAND,6,3,0,5,25,2,JAMSHEDPUR RLY.,1,10,152,282,2009,282,JHARKHAND
JHARKHAND,6,2,3,9,7,0,JAMSHEDPUR RLY.,2,11,84,235,2003,235,JHARKHAND
JHARKHAND,6,0,0,3,3,1,JAMSHEDPUR RLY.,0,6,122,194,2008,194,JHARKHAND
JHARKHAND,5,0,0,3,6,0,JAMSHEDPUR RLY.,2,10,185,291,2006,291,JHARKHAND
JHARKHAND,4,6,0,2,3,0,JAMSHEDPUR RLY.,1,4,159,265,2007,265,JHARKHAND
JHARKHAND,8,7,0,1,1,0,JAMSHEDPUR RLY.,0,8,165,248,2010,248,JHARKHAND
JHARKHAND,4,0,0,6,3,0,JAMSHEDPUR RLY.,1,4,65,148,2001,148,JHARKHAND
JHARKHAND,8,4,0,7,5,3,JAMSHEDPUR RLY.,0,7,130,400,2005,400,JHARKHAND
JHARKHAND,2,1,0,5,6,0,JAMSHEDPUR RLY.,1,6,114,201,2004,201,JHARKHAND
JHARKHAND,2,1,0,5,6,0,JAMSHEDPUR RLY.,1,6,114,201,2002,201,JHARKHAND
JHARKHAND,22,17,5,6,21,20,JAMTARA,18,9,68,473,2001,473,JHARKHAND
JHARKHAND,18,24,3,4,30,18,JAMTARA,25,6,69,534,2004,534,JHARKHAND
JHARKHAND,17,17,5,2,16,26,JAMTARA,35,7,42,476,2003,476,JHARKHAND
JHARKHAND,19,9,6,12,25,17,JAMTARA,0,5,88,540,2005,540,JHARKHAND
JHARKHAND,16,18,4,4,23,14,JAMTARA,21,3,95,676,2006,676,JHARKHAND
JHARKHAND,25,15,5,0,42,16,JAMTARA,20,4,64,654,2008,654,JHARKHAND
JHARKHAND,13,24,10,6,15,14,JAMTARA,21,7,62,449,2009,449,JHARKHAND
JHARKHAND,18,24,3,4,30,18,JAMTARA,25,6,69,534,2002,534,JHARKHAND
JHARKHAND,14,23,6,4,34,24,JAMTARA,22,2,95,719,2007,719,JHARKHAND
JHARKHAND,25,11,2,8,17,0,JAMTARA,9,10,59,525,2010,525,JHARKHAND
BIHAR,81,85,17,20,46,48,JAMUI,20,42,150,1880,2010,1880,BIHAR
BIHAR,65,49,17,14,53,56,JAMUI,15,30,148,2257,2009,2257,BIHAR
BIHAR,67,27,16,22,40,15,JAMUI,10,14,81,1046,2001,1046,BIHAR
BIHAR,64,61,11,32,50,34,JAMUI,24,25,81,1055,2003,1055,BIHAR
BIHAR,69,42,15,25,42,19,JAMUI,29,61,112,1556,2006,1556,BIHAR
BIHAR,56,55,32,16,38,41,JAMUI,17,21,138,1788,2008,1788,BIHAR
BIHAR,93,79,22,39,49,48,JAMUI,33,44,102,1409,2005,1409,BIHAR
BIHAR,51,48,8,20,44,20,JAMUI,46,26,104,1593,2007,1593,BIHAR
BIHAR,79,131,11,31,39,45,JAMUI,31,26,77,1388,2004,1388,BIHAR
BIHAR,56,63,21,8,39,19,JAMUI,15,34,106,1048,2002,1048,BIHAR
CHHATTISGARH,48,12,9,2,193,116,JANJGIR,29,25,237,2059,2001,2059,CHHATTISGARH
CHHATTISGARH,30,11,3,1,171,42,JANJGIR,47,19,175,1733,2003,1733,CHHATTISGARH
CHHATTISGARH,56,9,13,2,251,89,JANJGIR,54,28,256,2740,2007,2740,CHHATTISGARH
CHHATTISGARH,47,10,14,3,197,100,JANJGIR,39,30,288,2896,2010,2896,CHHATTISGARH
CHHATTISGARH,36,9,14,3,270,123,JANJGIR,47,34,319,3011,2008,3011,CHHATTISGARH
CHHATTISGARH,47,15,10,1,232,90,JANJGIR,40,22,255,2851,2006,2851,CHHATTISGARH
CHHATTISGARH,43,6,13,1,163,64,JANJGIR,42,18,191,2014,2002,2014,CHHATTISGARH
CHHATTISGARH,50,15,12,3,223,104,JANJGIR,43,8,301,2705,2005,2705,CHHATTISGARH
CHHATTISGARH,55,11,7,3,213,75,JANJGIR,30,26,268,2398,2004,2398,CHHATTISGARH
CHHATTISGARH,58,15,12,2,206,96,JANJGIR,25,21,268,2964,2009,2964,CHHATTISGARH
CHHATTISGARH,65,51,0,6,87,19,JASHPUR,71,24,126,1270,2008,1270,CHHATTISGARH
CHHATTISGARH,47,9,1,6,60,11,JASHPUR,62,32,66,974,2006,974,CHHATTISGARH
CHHATTISGARH,53,28,3,3,104,25,JASHPUR,64,30,110,1258,2009,1258,CHHATTISGARH
CHHATTISGARH,62,27,0,3,73,26,JASHPUR,69,21,71,1240,2010,1240,CHHATTISGARH
CHHATTISGARH,57,26,1,13,82,11,JASHPUR,61,32,82,1053,2007,1053,CHHATTISGARH
CHHATTISGARH,40,3,0,3,49,3,JASHPUR,33,20,49,704,2003,704,CHHATTISGARH
CHHATTISGARH,54,0,2,9,59,4,JASHPUR,35,18,82,766,2002,766,CHHATTISGARH
CHHATTISGARH,46,4,1,4,72,10,JASHPUR,56,19,70,835,2004,835,CHHATTISGARH
CHHATTISGARH,63,20,3,7,78,6,JASHPUR,68,34,72,959,2005,959,CHHATTISGARH
CHHATTISGARH,37,2,2,5,88,4,JASHPUR,36,17,54,719,2001,719,CHHATTISGARH
UTTAR PRADESH,41,27,26,1,51,40,JAUNPUR,13,32,150,1301,2005,1301,UTTAR PRADESH
UTTAR PRADESH,40,53,44,5,70,161,JAUNPUR,19,31,187,2230,2008,2230,UTTAR PRADESH
UTTAR PRADESH,56,29,43,9,101,85,JAUNPUR,11,33,165,1993,2001,1993,UTTAR PRADESH
UTTAR PRADESH,46,112,47,1,55,136,JAUNPUR,18,29,172,2130,2009,2130,UTTAR PRADESH
UTTAR PRADESH,40,70,39,2,50,57,JAUNPUR,12,22,123,1779,2010,1779,UTTAR PRADESH
UTTAR PRADESH,51,17,23,4,68,45,JAUNPUR,8,20,122,1405,2002,1405,UTTAR PRADESH
UTTAR PRADESH,53,27,29,2,77,63,JAUNPUR,19,40,160,1586,2004,1586,UTTAR PRADESH
UTTAR PRADESH,44,61,47,6,62,71,JAUNPUR,24,41,169,2198,2007,2198,UTTAR PRADESH
UTTAR PRADESH,62,29,46,3,42,83,JAUNPUR,18,29,161,1767,2006,1767,UTTAR PRADESH
UTTAR PRADESH,33,19,22,3,57,29,JAUNPUR,4,21,100,1108,2003,1108,UTTAR PRADESH
BIHAR,35,57,23,15,25,17,JEHANABAD,6,18,132,1524,2008,1524,BIHAR
BIHAR,73,55,21,28,34,5,JEHANABAD,7,20,123,1318,2002,1318,BIHAR
BIHAR,48,71,43,10,40,42,JEHANABAD,8,12,128,1592,2009,1592,BIHAR
BIHAR,64,75,16,33,40,34,JEHANABAD,9,35,146,1680,2003,1680,BIHAR
BIHAR,43,73,33,13,63,30,JEHANABAD,8,13,246,1832,2010,1832,BIHAR
BIHAR,52,36,7,35,60,17,JEHANABAD,16,35,150,1191,2005,1191,BIHAR
BIHAR,68,68,6,32,50,25,JEHANABAD,6,34,130,1430,2004,1430,BIHAR
BIHAR,39,39,15,16,22,5,JEHANABAD,10,15,96,1087,2006,1087,BIHAR
BIHAR,40,36,19,11,26,24,JEHANABAD,7,16,85,1319,2007,1319,BIHAR
BIHAR,73,65,25,15,53,4,JEHANABAD,6,22,121,1353,2001,1353,BIHAR
MADHYA PRADESH,26,16,1,1,74,5,JHABUA,35,25,124,1939,2010,1939,MADHYA PRADESH
MADHYA PRADESH,109,14,3,2,76,16,JHABUA,35,14,140,2295,2007,2295,MADHYA PRADESH
MADHYA PRADESH,133,74,3,2,143,8,JHABUA,29,15,230,3104,2002,3104,MADHYA PRADESH
MADHYA PRADESH,124,86,5,5,163,24,JHABUA,44,20,269,3416,2001,3416,MADHYA PRADESH
MADHYA PRADESH,20,18,5,2,69,9,JHABUA,30,23,111,1589,2009,1589,MADHYA PRADESH
MADHYA PRADESH,139,44,1,2,89,12,JHABUA,22,12,183,2566,2004,2566,MADHYA PRADESH
MADHYA PRADESH,129,53,1,2,82,8,JHABUA,37,12,167,2505,2005,2505,MADHYA PRADESH
MADHYA PRADESH,117,23,4,1,70,22,JHABUA,32,7,170,2273,2006,2273,MADHYA PRADESH
MADHYA PRADESH,119,39,0,5,143,12,JHABUA,36,18,214,3371,2003,3371,MADHYA PRADESH
MADHYA PRADESH,19,18,4,5,47,9,JHABUA,31,16,113,1507,2008,1507,MADHYA PRADESH
HARYANA,39,8,17,3,73,92,JHAJJAR,9,13,135,1272,2003,1272,HARYANA
HARYANA,51,11,16,0,98,58,JHAJJAR,15,19,185,1257,2006,1257,HARYANA
HARYANA,60,18,11,1,96,86,JHAJJAR,13,28,203,1343,2005,1343,HARYANA
HARYANA,51,54,12,7,185,117,JHAJJAR,36,37,527,2137,2010,2137,HARYANA
HARYANA,55,39,19,4,104,87,JHAJJAR,14,15,260,1560,2007,1560,HARYANA
HARYANA,41,16,14,2,94,115,JHAJJAR,18,18,198,1518,2002,1518,HARYANA
HARYANA,42,15,14,0,87,104,JHAJJAR,11,13,160,1336,2004,1336,HARYANA
HARYANA,62,37,20,5,138,115,JHAJJAR,22,18,268,1715,2008,1715,HARYANA
HARYANA,66,39,13,7,145,78,JHAJJAR,20,30,356,1797,2009,1797,HARYANA
HARYANA,48,20,20,2,98,122,JHAJJAR,21,25,183,1501,2001,1501,HARYANA
RAJASTHAN,38,121,8,2,220,224,JHALAWAR,65,45,383,3533,2001,3533,RAJASTHAN
RAJASTHAN,40,90,6,4,127,199,JHALAWAR,40,21,377,3558,2005,3558,RAJASTHAN
RAJASTHAN,28,81,10,2,116,189,JHALAWAR,42,17,350,3134,2006,3134,RAJASTHAN
RAJASTHAN,47,71,7,3,110,379,JHALAWAR,55,23,499,4345,2009,4345,RAJASTHAN
RAJASTHAN,32,87,11,1,156,191,JHALAWAR,50,31,325,3262,2003,3262,RAJASTHAN
RAJASTHAN,44,76,6,0,91,303,JHALAWAR,62,25,442,3981,2010,3981,RAJASTHAN
RAJASTHAN,44,104,7,2,186,210,JHALAWAR,61,12,356,3498,2002,3498,RAJASTHAN
RAJASTHAN,58,88,6,5,117,262,JHALAWAR,44,15,395,3368,2008,3368,RAJASTHAN
RAJASTHAN,43,63,10,1,78,222,JHALAWAR,54,20,390,2782,2007,2782,RAJASTHAN
RAJASTHAN,46,115,4,0,179,258,JHALAWAR,40,38,438,3838,2004,3838,RAJASTHAN
UTTAR PRADESH,40,50,27,1,46,9,JHANSI,14,13,201,1144,2009,1144,UTTAR PRADESH
UTTAR PRADESH,62,45,14,0,43,42,JHANSI,14,26,192,1419,2002,1419,UTTAR PRADESH
UTTAR PRADESH,70,49,25,4,63,53,JHANSI,16,19,158,1672,2004,1672,UTTAR PRADESH
UTTAR PRADESH,33,32,26,0,41,11,JHANSI,7,10,134,1011,2008,1011,UTTAR PRADESH
UTTAR PRADESH,50,13,13,0,27,38,JHANSI,3,15,126,870,2005,870,UTTAR PRADESH
UTTAR PRADESH,66,37,28,0,41,20,JHANSI,10,23,178,1183,2007,1183,UTTAR PRADESH
UTTAR PRADESH,47,18,21,1,29,18,JHANSI,8,6,128,827,2006,827,UTTAR PRADESH
UTTAR PRADESH,46,44,32,1,41,7,JHANSI,9,8,127,1113,2010,1113,UTTAR PRADESH
UTTAR PRADESH,54,32,8,1,61,5,JHANSI,4,21,123,1516,2003,1516,UTTAR PRADESH
UTTAR PRADESH,76,64,31,2,100,69,JHANSI,18,35,258,1981,2001,1981,UTTAR PRADESH
ODISHA,25,6,5,4,91,25,JHARSUGUDA,7,54,228,1285,2009,1285,ODISHA
ODISHA,17,5,0,1,32,13,JHARSUGUDA,11,11,64,710,2002,710,ODISHA
ODISHA,16,5,3,6,89,7,JHARSUGUDA,13,18,178,1298,2006,1298,ODISHA
ODISHA,15,11,0,4,39,4,JHARSUGUDA,12,4,91,887,2004,887,ODISHA
ODISHA,12,7,1,4,71,22,JHARSUGUDA,19,17,155,1194,2005,1194,ODISHA
ODISHA,22,8,0,2,62,23,JHARSUGUDA,15,15,81,962,2003,962,ODISHA
ODISHA,22,5,4,4,119,27,JHARSUGUDA,10,54,272,1325,2010,1325,ODISHA
ODISHA,21,21,1,18,109,15,JHARSUGUDA,11,28,251,1426,2007,1426,ODISHA
ODISHA,15,5,4,4,46,13,JHARSUGUDA,12,12,81,750,2001,750,ODISHA
ODISHA,27,16,6,14,102,35,JHARSUGUDA,12,44,288,1531,2008,1531,ODISHA
RAJASTHAN,32,58,14,1,109,132,JHUNJHUNU,26,8,330,3917,2004,3917,RAJASTHAN
RAJASTHAN,37,65,0,3,163,125,JHUNJHUNU,19,6,392,4102,2001,4102,RAJASTHAN
RAJASTHAN,44,67,15,5,138,122,JHUNJHUNU,12,9,313,4197,2002,4197,RAJASTHAN
RAJASTHAN,27,43,11,0,119,98,JHUNJHUNU,31,7,261,3355,2005,3355,RAJASTHAN
RAJASTHAN,49,76,15,0,102,251,JHUNJHUNU,49,10,320,3661,2010,3661,RAJASTHAN
RAJASTHAN,34,53,22,0,109,240,JHUNJHUNU,40,3,404,3859,2008,3859,RAJASTHAN
RAJASTHAN,40,70,13,0,118,280,JHUNJHUNU,41,16,398,4237,2009,4237,RAJASTHAN
RAJASTHAN,41,61,7,0,122,102,JHUNJHUNU,27,6,269,3607,2003,3607,RAJASTHAN
RAJASTHAN,44,43,18,0,135,204,JHUNJHUNU,31,2,310,3956,2007,3956,RAJASTHAN
RAJASTHAN,34,27,17,0,125,157,JHUNJHUNU,44,6,264,3610,2006,3610,RAJASTHAN
HARYANA,37,18,17,1,73,35,JIND,14,10,210,1231,2005,1231,HARYANA
HARYANA,33,21,11,1,100,57,JIND,19,9,134,1325,2002,1325,HARYANA
HARYANA,42,23,13,2,107,53,JIND,32,6,255,1634,2006,1634,HARYANA
HARYANA,28,12,14,1,60,31,JIND,7,3,147,1008,2004,1008,HARYANA
HARYANA,39,35,18,1,158,73,JIND,38,18,296,1767,2008,1767,HARYANA
HARYANA,53,44,17,0,248,88,JIND,29,43,560,2435,2010,2435,HARYANA
HARYANA,34,30,12,1,147,95,JIND,19,16,264,1654,2007,1654,HARYANA
HARYANA,33,17,10,0,86,34,JIND,17,3,127,1084,2003,1084,HARYANA
HARYANA,47,62,11,7,281,97,JIND,35,29,431,2373,2009,2373,HARYANA
HARYANA,37,16,11,2,151,67,JIND,21,28,148,1452,2001,1452,HARYANA
RAJASTHAN,39,130,15,0,375,282,JODHPUR,34,25,1011,6824,2003,6824,RAJASTHAN
RAJASTHAN,30,103,12,1,319,263,JODHPUR,20,43,831,6535,2001,6535,RAJASTHAN
RAJASTHAN,38,132,17,2,383,267,JODHPUR,33,43,938,7123,2002,7123,RAJASTHAN
RAJASTHAN,47,92,16,1,340,221,JODHPUR,29,52,1238,6456,2005,6456,RAJASTHAN
RAJASTHAN,49,79,15,3,330,270,JODHPUR,19,23,1200,6883,2004,6883,RAJASTHAN
RAJASTHAN,15,46,10,1,237,209,JODHPUR CITY,18,26,725,3460,2006,3460,RAJASTHAN
RAJASTHAN,17,81,9,3,202,242,JODHPUR CITY,15,33,788,3705,2009,3705,RAJASTHAN
RAJASTHAN,13,51,10,1,141,212,JODHPUR CITY,19,32,759,3216,2008,3216,RAJASTHAN
RAJASTHAN,27,63,13,0,119,247,JODHPUR CITY,27,9,727,3608,2010,3608,RAJASTHAN
RAJASTHAN,16,70,11,0,207,227,JODHPUR CITY,16,16,718,3472,2007,3472,RAJASTHAN
RAJASTHAN,23,23,15,2,102,70,JODHPUR RURAL,24,13,232,2699,2007,2699,RAJASTHAN
RAJASTHAN,29,27,17,1,98,58,JODHPUR RURAL,19,12,198,2505,2006,2505,RAJASTHAN
RAJASTHAN,14,41,17,4,95,81,JODHPUR RURAL,32,12,251,3029,2008,3029,RAJASTHAN
RAJASTHAN,23,51,19,3,117,97,JODHPUR RURAL,27,12,220,2906,2009,2906,RAJASTHAN
RAJASTHAN,33,59,11,1,126,132,JODHPUR RURAL,17,7,266,2987,2010,2987,RAJASTHAN
ASSAM,51,48,0,0,54,42,JORHAT,29,10,195,981,2005,981,ASSAM
ASSAM,37,56,0,3,81,56,JORHAT,30,23,253,1463,2006,1463,ASSAM
ASSAM,26,68,1,2,93,116,JORHAT,36,29,249,1362,2009,1362,ASSAM
ASSAM,37,40,0,4,67,42,JORHAT,36,14,204,1130,2002,1130,ASSAM
ASSAM,46,28,0,6,59,23,JORHAT,40,14,189,1131,2003,1131,ASSAM
ASSAM,38,36,0,2,62,35,JORHAT,32,12,150,953,2004,953,ASSAM
ASSAM,40,46,2,6,43,48,JORHAT,42,27,230,1190,2001,1190,ASSAM
ASSAM,46,81,3,2,92,55,JORHAT,45,16,299,1634,2007,1634,ASSAM
ASSAM,50,85,0,4,130,163,JORHAT,51,17,284,1763,2010,1763,ASSAM
ASSAM,51,67,0,5,106,76,JORHAT,44,15,269,1517,2008,1517,ASSAM
GUJARAT,33,53,3,13,221,456,JUNAGADH,5,49,719,5288,2008,5288,GUJARAT
GUJARAT,56,53,11,4,252,384,JUNAGADH,14,52,547,5186,2001,5186,GUJARAT
GUJARAT,40,73,13,12,259,368,JUNAGADH,9,44,476,4764,2004,4764,GUJARAT
GUJARAT,48,78,1,6,222,473,JUNAGADH,14,45,682,5521,2009,5521,GUJARAT
GUJARAT,54,60,3,15,185,415,JUNAGADH,6,34,470,4683,2006,4683,GUJARAT
GUJARAT,52,53,6,14,243,312,JUNAGADH,13,37,628,4832,2003,4832,GUJARAT
GUJARAT,33,44,5,6,225,421,JUNAGADH,13,43,469,5786,2005,5786,GUJARAT
GUJARAT,48,73,0,3,185,443,JUNAGADH,19,36,553,4690,2010,4690,GUJARAT
GUJARAT,46,66,1,5,175,419,JUNAGADH,13,43,545,4864,2007,4864,GUJARAT
GUJARAT,55,59,2,9,228,368,JUNAGADH,10,43,531,4980,2002,4980,GUJARAT
KARNATAKA,12,8,7,1,48,21,K.G.F.,7,11,90,864,2007,864,KARNATAKA
KARNATAKA,13,5,3,1,59,33,K.G.F.,5,10,64,849,2008,849,KARNATAKA
KARNATAKA,14,10,4,0,67,10,K.G.F.,3,5,95,768,2006,768,KARNATAKA
KARNATAKA,14,6,3,0,94,21,K.G.F.,6,7,255,1054,2002,1054,KARNATAKA
KARNATAKA,12,28,4,0,67,18,K.G.F.,9,5,70,853,2009,853,KARNATAKA
KARNATAKA,16,9,7,0,58,13,K.G.F.,2,7,94,833,2004,833,KARNATAKA
KARNATAKA,12,6,7,3,78,17,K.G.F.,5,11,123,920,2003,920,KARNATAKA
KARNATAKA,16,18,8,0,57,26,K.G.F.,7,10,88,991,2010,991,KARNATAKA
KARNATAKA,8,11,7,1,50,20,K.G.F.,5,4,100,841,2005,841,KARNATAKA
KARNATAKA,20,17,4,4,94,20,K.G.F.,1,6,108,906,2001,906,KARNATAKA
ARUNACHAL PRADESH,5,1,0,2,4,0,K/KUMEY,0,0,2,39,2004,39,ARUNACHAL PRADESH
ARUNACHAL PRADESH,6,0,0,1,8,0,K/KUMEY,5,0,6,72,2009,72,ARUNACHAL PRADESH
ARUNACHAL PRADESH,4,2,0,0,9,0,K/KUMEY,1,0,8,53,2005,53,ARUNACHAL PRADESH
ARUNACHAL PRADESH,2,4,0,0,11,1,K/KUMEY,1,1,19,69,2007,69,ARUNACHAL PRADESH
ARUNACHAL PRADESH,5,4,0,0,5,0,K/KUMEY,2,0,3,36,2006,36,ARUNACHAL PRADESH
ARUNACHAL PRADESH,3,4,0,0,5,1,K/KUMEY,2,1,4,97,2008,97,ARUNACHAL PRADESH
ARUNACHAL PRADESH,4,2,0,1,0,0,K/KUMEY,0,1,1,25,2003,25,ARUNACHAL PRADESH
ARUNACHAL PRADESH,8,1,0,1,9,0,K/KUMEY,0,0,8,54,2010,54,ARUNACHAL PRADESH
CHHATTISGARH,16,4,1,0,92,31,KABIRDHAM,24,1,119,1119,2005,1119,CHHATTISGARH
CHHATTISGARH,17,6,3,0,81,32,KABIRDHAM,29,3,97,1205,2007,1205,CHHATTISGARH
CHHATTISGARH,11,6,5,3,120,23,KABIRDHAM,29,13,141,1720,2008,1720,CHHATTISGARH
CHHATTISGARH,13,10,5,0,74,19,KABIRDHAM,22,1,115,1114,2004,1114,CHHATTISGARH
CHHATTISGARH,12,4,1,0,69,10,KABIRDHAM,24,3,59,869,2003,869,CHHATTISGARH
CHHATTISGARH,20,4,1,1,77,29,KABIRDHAM,20,7,98,1567,2009,1567,CHHATTISGARH
CHHATTISGARH,18,4,0,1,73,25,KABIRDHAM,20,3,57,817,2002,817,CHHATTISGARH
CHHATTISGARH,22,9,2,0,75,18,KABIRDHAM,19,5,67,1378,2010,1378,CHHATTISGARH
CHHATTISGARH,14,2,1,0,75,35,KABIRDHAM,36,3,88,1171,2006,1171,CHHATTISGARH
