HIGHEST_CRIME_AREA,MURDER,KIDNAPPING,DOWRY DEATHS,DACOITY,BURGLARY,CRUELTY BY HUSBAND OR HIS RELATIVES,DISTRICT,RAPE,ROBBERY,THEFT,TOTAL_CRIMES,YEAR,TOTAL IPC CRIMES,STATE_UT
ANDHRA PRADESH,3,3,0,2,0,3,GUNTAKAL RLY.,0,2,119,175,2007,175,ANDHRA PRADESH
ANDHRA PRADESH,0,0,0,0,0,0,GUNTAKAL RLY.,1,2,148,310,2002,310,ANDHRA PRADESH
ANDHRA PRADESH,210,113,22,16,316,399,GUNTUR,46,28,1173,7715,2003,7715,ANDHRA PRADESH
ANDHRA PRADESH,107,71,20,9,222,456,GUNTUR,38,15,648,6512,2010,6512,ANDHRA PRADESH
ANDHRA PRADESH,143,103,13,12,357,434,GUNTUR,46,53,1182,7883,2002,7883,ANDHRA PRADESH
ANDHRA PRADESH,157,107,28,4,251,569,GUNTUR,43,19,1128,8659,2007,8659,ANDHRA PRADESH
ANDHRA PRADESH,159,101,26,4,336,496,GUNTUR,48,25,1233,8911,2008,8911,ANDHRA PRADESH
ANDHRA PRADESH,165,118,16,14,293,366,GUNTUR,55,35,1266,7736,2005,7736,ANDHRA PRADESH
ANDHRA PRADESH,150,96,26,4,343,720,GUNTUR,40,44,1186,9806,2009,9806,ANDHRA PRADESH
ANDHRA PRADESH,182,113,7,16,338,378,GUNTUR,54,59,1122,7848,2001,7848,ANDHRA PRADESH
ANDHRA PRADESH,163,116,32,5,349,397,GUNTUR,46,36,1479,8544,2004,8544,ANDHRA PRADESH
ANDHRA PRADESH,155,163,15,3,303,427,GUNTUR,47,19,1349,9080,2006,9080,ANDHRA PRADESH
ANDHRA PRADESH,43,49,13,2,123,245,GUNTUR URBAN,12,19,743,3208,2010,3208,ANDHRA PRADESH
PUNJAB,19,31,9,1,66,28,GURDASPUR,30,2,120,1100,2007,1100,PUNJAB
PUNJAB,25,22,6,2,50,22,GURDASPUR,16,0,79,848,2005,848,PUNJAB
PUNJAB,20,29,9,0,45,28,GURDASPUR,24,0,142,938,2008,938,PUNJAB
PUNJAB,31,38,2,0,56,40,GURDASPUR,14,0,125,1077,2009,1077,PUNJAB
PUNJAB,22,20,6,1,23,21,GURDASPUR,12,4,38,580,2001,580,PUNJAB
PUNJAB,22,54,11,1,63,42,GURDASPUR,30,2,98,1217,2010,1217,PUNJAB
PUNJAB,30,20,14,0,46,31,GURDASPUR,25,2,72,1133,2006,1133,PUNJAB
PUNJAB,19,10,3,0,56,18,GURDASPUR,16,2,59,724,2004,724,PUNJAB
PUNJAB,23,6,4,0,27,19,GURDASPUR,15,3,30,669,2003,669,PUNJAB
PUNJAB,26,20,4,2,43,28,GURDASPUR,17,5,62,819,2002,819,PUNJAB
HARYANA,66,64,11,9,301,128,GURGAON,27,46,772,3623,2002,3623,HARYANA
HARYANA,84,76,24,16,556,128,GURGAON,29,127,2469,6340,2009,6340,HARYANA
HARYANA,66,76,21,16,283,115,GURGAON,36,33,1045,4077,2004,4077,HARYANA
HARYANA,62,51,13,6,359,101,GURGAON,32,40,817,3683,2003,3683,HARYANA
HARYANA,80,112,19,36,698,123,GURGAON,35,111,2843,7170,2008,7170,HARYANA
HARYANA,84,74,22,5,492,86,GURGAON,45,119,3124,6736,2010,6736,HARYANA
HARYANA,69,68,17,4,294,136,GURGAON,32,51,794,3502,2001,3502,HARYANA
HARYANA,93,89,20,22,560,89,GURGAON,30,69,2090,5528,2006,5528,HARYANA
HARYANA,65,54,10,8,413,71,GURGAON,17,40,1462,3969,2005,3969,HARYANA
HARYANA,93,147,17,32,724,122,GURGAON,40,123,2230,6355,2007,6355,HARYANA
ASSAM,21,362,3,20,534,55,GUWAHATI CITY,88,78,867,5074,2004,5074,ASSAM
ASSAM,86,355,9,24,631,321,GUWAHATI CITY,54,165,1728,7280,2009,7280,ASSAM
ASSAM,39,201,6,6,462,114,GUWAHATI CITY,38,96,1389,5651,2005,5651,ASSAM
ASSAM,50,248,4,26,606,135,GUWAHATI CITY,38,100,1157,5590,2003,5590,ASSAM
ASSAM,68,433,6,14,458,106,GUWAHATI CITY,71,81,1941,3929,2007,3929,ASSAM
ASSAM,60,224,6,44,530,69,GUWAHATI CITY,60,83,1136,4384,2002,4384,ASSAM
ASSAM,50,237,5,20,564,216,GUWAHATI CITY,59,77,1129,7163,2008,7163,ASSAM
ASSAM,71,194,5,38,227,98,GUWAHATI CITY,37,73,736,4373,2001,4373,ASSAM
ASSAM,52,450,12,15,716,218,GUWAHATI CITY,70,172,2036,9219,2010,9219,ASSAM
ASSAM,60,194,6,10,461,150,GUWAHATI CITY,33,130,1822,4992,2006,4992,ASSAM
MADHYA PRADESH,70,90,33,4,1049,130,GWALIOR,74,198,1623,9838,2007,9838,MADHYA PRADESH
MADHYA PRADESH,99,122,52,10,1105,248,GWALIOR,71,190,2044,11337,2010,11337,MADHYA PRADESH
MADHYA PRADESH,104,103,23,9,923,209,GWALIOR,73,244,1849,10029,2009,10029,MADHYA PRADESH
MADHYA PRADESH,99,56,21,6,926,130,GWALIOR,61,141,1378,8765,2005,8765,MADHYA PRADESH
MADHYA PRADESH,98,77,24,10,928,139,GWALIOR,42,161,1897,9104,2008,9104,MADHYA PRADESH
MADHYA PRADESH,91,112,24,10,997,125,GWALIOR,72,112,967,7833,2003,7833,MADHYA PRADESH
MADHYA PRADESH,107,49,32,8,675,172,GWALIOR,77,222,1581,10008,2006,10008,MADHYA PRADESH
MADHYA PRADESH,84,70,20,4,939,49,GWALIOR,59,144,925,6846,2001,6846,MADHYA PRADESH
MADHYA PRADESH,86,70,31,8,882,147,GWALIOR,58,109,1350,8428,2004,8428,MADHYA PRADESH
MADHYA PRADESH,102,110,18,10,999,133,GWALIOR,69,133,872,7690,2002,7690,MADHYA PRADESH
ASSAM,26,42,1,13,63,34,HAILAKANDI,24,5,110,814,2002,814,ASSAM
ASSAM,27,70,3,16,72,62,HAILAKANDI,39,5,122,1171,2008,1171,ASSAM
ASSAM,22,94,3,7,86,129,HAILAKANDI,72,6,120,1458,2010,1458,ASSAM
ASSAM,18,38,2,6,93,28,HAILAKANDI,24,8,92,820,2001,820,ASSAM
ASSAM,12,74,8,3,71,81,HAILAKANDI,45,5,77,1202,2009,1202,ASSAM
ASSAM,18,37,1,12,54,32,HAILAKANDI,18,6,66,888,2005,888,ASSAM
ASSAM,18,64,1,6,52,49,HAILAKANDI,23,2,99,948,2006,948,ASSAM
ASSAM,25,39,2,5,62,23,HAILAKANDI,18,2,47,798,2004,798,ASSAM
ASSAM,25,51,2,5,73,30,HAILAKANDI,27,6,80,791,2003,791,ASSAM
ASSAM,27,54,3,8,48,60,HAILAKANDI,26,1,71,871,2007,871,ASSAM
HIMACHAL PRADESH,10,4,0,0,55,34,HAMIRPUR,1,0,48,1088,2006,1088,HIMACHAL PRADESH
HIMACHAL PRADESH,6,18,0,0,35,30,HAMIRPUR,9,1,42,936,2009,936,HIMACHAL PRADESH
HIMACHAL PRADESH,7,17,1,0,71,35,HAMIRPUR,5,1,67,1122,2007,1122,HIMACHAL PRADESH
HIMACHAL PRADESH,11,22,0,0,46,17,HAMIRPUR,11,0,37,1015,2010,1015,HIMACHAL PRADESH
HIMACHAL PRADESH,2,3,1,0,29,33,HAMIRPUR,3,1,17,747,2001,747,HIMACHAL PRADESH
HIMACHAL PRADESH,4,9,0,0,25,15,HAMIRPUR,6,0,25,868,2003,868,HIMACHAL PRADESH
HIMACHAL PRADESH,8,14,0,0,18,24,HAMIRPUR,3,1,28,851,2002,851,HIMACHAL PRADESH
HIMACHAL PRADESH,4,4,0,0,52,21,HAMIRPUR,4,0,42,983,2005,983,HIMACHAL PRADESH
HIMACHAL PRADESH,6,12,0,0,63,39,HAMIRPUR,8,0,75,959,2008,959,HIMACHAL PRADESH
HIMACHAL PRADESH,9,13,0,0,37,23,HAMIRPUR,5,0,42,936,2004,936,HIMACHAL PRADESH
UTTAR PRADESH,23,23,13,0,13,10,HAMIRPUR,9,0,23,450,2008,450,UTTAR PRADESH
UTTAR PRADESH,22,17,9,0,9,5,HAMIRPUR,8,1,13,435,2007,435,UTTAR PRADESH
UTTAR PRADESH,36,10,12,1,11,2,HAMIRPUR,10,3,41,365,2003,365,UTTAR PRADESH
UTTAR PRADESH,22,17,15,0,16,22,HAMIRPUR,6,3,67,518,2010,518,UTTAR PRADESH
UTTAR PRADESH,48,18,6,0,29,10,HAMIRPUR,9,3,53,631,2005,631,UTTAR PRADESH
UTTAR PRADESH,62,32,17,1,33,28,HAMIRPUR,9,23,69,861,2002,861,UTTAR PRADESH
UTTAR PRADESH,50,17,16,1,35,7,HAMIRPUR,12,12,55,646,2004,646,UTTAR PRADESH
UTTAR PRADESH,66,32,22,4,60,25,HAMIRPUR,14,31,110,1031,2001,1031,UTTAR PRADESH
UTTAR PRADESH,36,7,12,1,16,11,HAMIRPUR,8,3,33,533,2006,533,UTTAR PRADESH
UTTAR PRADESH,30,18,20,2,14,22,HAMIRPUR,16,1,40,472,2009,472,UTTAR PRADESH
JAMMU & KASHMIR,39,27,0,0,26,1,HANDWARA,2,9,29,426,2003,426,JAMMU & KASHMIR
JAMMU & KASHMIR,17,31,0,0,20,2,HANDWARA,8,4,37,493,2006,493,JAMMU & KASHMIR
JAMMU & KASHMIR,47,31,0,1,20,1,HANDWARA,0,0,23,472,2002,472,JAMMU & KASHMIR
JAMMU & KASHMIR,17,33,0,0,32,1,HANDWARA,10,6,41,494,2005,494,JAMMU & KASHMIR
JAMMU & KASHMIR,6,18,0,0,13,1,HANDWARA,6,0,29,310,2008,310,JAMMU & KASHMIR
JAMMU & KASHMIR,10,37,0,1,19,1,HANDWARA,1,0,47,420,2010,420,JAMMU & KASHMIR
JAMMU & KASHMIR,25,38,0,0,30,0,HANDWARA,7,3,32,434,2004,434,JAMMU & KASHMIR
JAMMU & KASHMIR,6,18,0,0,25,0,HANDWARA,5,0,33,381,2009,381,JAMMU & KASHMIR
JAMMU & KASHMIR,12,22,0,1,22,2,HANDWARA,15,3,58,440,2007,440,JAMMU & KASHMIR
RAJASTHAN,56,76,20,2,196,241,HANUMANGARH,35,12,348,3956,2001,3956,RAJASTHAN
RAJASTHAN,48,38,12,0,117,235,HANUMANGARH,36,11,238,3185,2005,3185,RAJASTHAN
RAJASTHAN,49,42,12,3,104,291,HANUMANGARH,38,15,336,3846,2004,3846,RAJASTHAN
RAJASTHAN,53,56,15,0,65,427,HANUMANGARH,56,10,188,3763,2010,3763,RAJASTHAN
RAJASTHAN,32,29,14,0,91,179,HANUMANGARH,39,6,199,2922,2007,2922,RAJASTHAN
RAJASTHAN,44,34,10,0,104,257,HANUMANGARH,31,13,245,3083,2006,3083,RAJASTHAN
RAJASTHAN,59,40,18,1,161,254,HANUMANGARH,56,15,377,3818,2003,3818,RAJASTHAN
RAJASTHAN,65,41,19,1,145,227,HANUMANGARH,40,9,343,3867,2002,3867,RAJASTHAN
RAJASTHAN,55,41,17,0,88,232,HANUMANGARH,33,6,201,3354,2008,3354,RAJASTHAN
RAJASTHAN,48,55,16,0,77,266,HANUMANGARH,54,6,204,3721,2009,3721,RAJASTHAN
MADHYA PRADESH,14,2,9,1,43,27,HARDA,28,3,74,746,2001,746,MADHYA PRADESH
MADHYA PRADESH,17,17,5,0,64,34,HARDA,38,20,158,1418,2007,1418,MADHYA PRADESH
MADHYA PRADESH,12,10,3,0,92,5,HARDA,19,6,128,1379,2009,1379,MADHYA PRADESH
MADHYA PRADESH,25,9,3,0,84,17,HARDA,40,3,113,1362,2010,1362,MADHYA PRADESH
MADHYA PRADESH,13,1,3,4,42,22,HARDA,25,14,83,828,2003,828,MADHYA PRADESH
MADHYA PRADESH,18,3,7,0,50,16,HARDA,28,6,68,876,2002,876,MADHYA PRADESH
MADHYA PRADESH,20,11,6,0,106,0,HARDA,18,13,117,1205,2008,1205,MADHYA PRADESH
MADHYA PRADESH,20,8,7,0,60,9,HARDA,32,10,93,1098,2005,1098,MADHYA PRADESH
MADHYA PRADESH,15,3,5,0,83,14,HARDA,31,15,95,1092,2004,1092,MADHYA PRADESH
MADHYA PRADESH,16,9,5,1,83,16,HARDA,25,13,167,1284,2006,1284,MADHYA PRADESH
UTTAR PRADESH,87,47,35,0,38,53,HARDOI,30,17,150,1784,2006,1784,UTTAR PRADESH
UTTAR PRADESH,68,75,24,0,29,55,HARDOI,20,6,139,2292,2010,2292,UTTAR PRADESH
UTTAR PRADESH,91,58,25,1,48,47,HARDOI,31,24,209,1914,2005,1914,UTTAR PRADESH
UTTAR PRADESH,182,90,63,24,89,136,HARDOI,70,50,267,3078,2001,3078,UTTAR PRADESH
UTTAR PRADESH,116,66,44,1,71,64,HARDOI,37,35,229,2094,2004,2094,UTTAR PRADESH
UTTAR PRADESH,135,60,26,1,42,72,HARDOI,39,20,159,1990,2002,1990,UTTAR PRADESH
UTTAR PRADESH,71,68,50,3,38,68,HARDOI,42,18,176,2114,2008,2114,UTTAR PRADESH
UTTAR PRADESH,76,95,45,3,52,73,HARDOI,29,18,231,2699,2009,2699,UTTAR PRADESH
UTTAR PRADESH,86,56,42,1,35,57,HARDOI,33,17,163,1806,2007,1806,UTTAR PRADESH
UTTAR PRADESH,101,45,18,2,40,37,HARDOI,24,34,129,1446,2003,1446,UTTAR PRADESH
UTTARAKHAND,54,76,11,10,78,109,HARIDWAR,32,54,707,2162,2006,2162,UTTARAKHAND
UTTARAKHAND,44,101,15,3,56,103,HARIDWAR,28,51,474,2654,2010,2654,UTTARAKHAND
UTTARAKHAND,67,76,22,6,54,107,HARIDWAR,26,50,391,2268,2009,2268,UTTARAKHAND
UTTARAKHAND,74,75,18,6,82,138,HARIDWAR,24,53,491,2522,2008,2522,UTTARAKHAND
UTTARAKHAND,65,70,7,18,88,73,HARIDWAR,32,41,455,1800,2005,1800,UTTARAKHAND
UTTARAKHAND,55,85,16,19,102,170,HARIDWAR,28,70,472,2534,2007,2534,UTTARAKHAND
UTTARAKHAND,94,81,10,5,62,105,HARIDWAR,13,43,349,1843,2001,1843,UTTARAKHAND
UTTARAKHAND,75,88,11,5,90,102,HARIDWAR,23,49,430,2028,2002,2028,UTTARAKHAND
UTTARAKHAND,75,71,7,4,82,79,HARIDWAR,31,37,388,1776,2003,1776,UTTARAKHAND
UTTARAKHAND,56,71,10,13,106,118,HARIDWAR,33,41,401,1909,2004,1909,UTTARAKHAND
KARNATAKA,72,32,8,9,245,79,HASSAN,17,35,368,4949,2008,4949,KARNATAKA
KARNATAKA,74,52,7,3,195,62,HASSAN,11,22,287,4100,2002,4100,KARNATAKA
KARNATAKA,54,21,11,2,191,83,HASSAN,13,30,278,4531,2007,4531,KARNATAKA
KARNATAKA,63,33,8,6,196,42,HASSAN,10,31,298,4120,2005,4120,KARNATAKA
KARNATAKA,61,43,14,13,267,180,HASSAN,23,81,374,6204,2010,6204,KARNATAKA
KARNATAKA,53,31,3,9,257,43,HASSAN,16,39,348,4196,2003,4196,KARNATAKA
KARNATAKA,61,15,7,6,230,62,HASSAN,13,25,281,4299,2006,4299,KARNATAKA
KARNATAKA,59,29,15,23,237,103,HASSAN,22,54,364,5142,2009,5142,KARNATAKA
KARNATAKA,61,30,9,4,241,72,HASSAN,16,49,413,4298,2004,4298,KARNATAKA
KARNATAKA,64,34,4,5,162,68,HASSAN,20,23,268,4039,2001,4039,KARNATAKA
UTTAR PRADESH,76,68,21,19,57,107,HATHRAS,25,52,175,1845,2002,1845,UTTAR PRADESH
UTTAR PRADESH,71,60,22,8,51,64,HATHRAS,23,37,220,1520,2006,1520,UTTAR PRADESH
UTTAR PRADESH,86,74,31,24,91,93,HATHRAS,16,64,225,2216,2001,2216,UTTAR PRADESH
UTTAR PRADESH,53,94,23,24,32,146,HATHRAS,22,50,174,1663,2009,1663,UTTAR PRADESH
UTTAR PRADESH,58,87,27,8,33,92,HATHRAS,17,43,192,1447,2008,1447,UTTAR PRADESH
UTTAR PRADESH,52,53,10,16,39,74,HATHRAS,21,55,141,1387,2003,1387,UTTAR PRADESH
UTTAR PRADESH,62,98,30,28,43,107,HATHRAS,24,47,180,1591,2010,1591,UTTAR PRADESH
UTTAR PRADESH,66,54,24,17,70,134,HATHRAS,16,56,228,1783,2004,1783,UTTAR PRADESH
UTTAR PRADESH,65,38,20,7,49,86,HATHRAS,12,41,276,1646,2005,1646,UTTAR PRADESH
UTTAR PRADESH,56,92,17,32,51,179,HATHRAS,16,57,197,1879,2007,1879,UTTAR PRADESH
KARNATAKA,27,22,1,11,75,17,HAVERI,5,8,100,1839,2006,1839,KARNATAKA
KARNATAKA,25,6,4,2,67,22,HAVERI,4,3,117,1888,2005,1888,KARNATAKA
KARNATAKA,25,10,1,8,59,17,HAVERI,3,4,113,1827,2003,1827,KARNATAKA
KARNATAKA,17,36,5,4,93,27,HAVERI,8,5,95,2043,2007,2043,KARNATAKA
KARNATAKA,31,24,0,5,72,33,HAVERI,5,9,118,2322,2008,2322,KARNATAKA
KARNATAKA,24,13,5,7,85,32,HAVERI,3,10,111,2211,2001,2211,KARNATAKA
KARNATAKA,21,28,3,8,89,47,HAVERI,5,16,137,2139,2009,2139,KARNATAKA
KARNATAKA,18,13,4,5,69,18,HAVERI,2,8,107,1955,2002,1955,KARNATAKA
KARNATAKA,28,46,2,3,64,65,HAVERI,6,10,126,2245,2010,2245,KARNATAKA
KARNATAKA,25,14,2,1,66,25,HAVERI,9,4,115,1970,2004,1970,KARNATAKA
JHARKHAND,97,100,39,73,161,69,HAZARIBAGH,45,88,576,3034,2006,3034,JHARKHAND
JHARKHAND,86,48,31,60,103,90,HAZARIBAGH,71,66,537,2621,2002,2621,JHARKHAND
JHARKHAND,104,78,31,99,155,55,HAZARIBAGH,57,82,726,3189,2005,3189,JHARKHAND
JHARKHAND,78,31,45,56,136,86,HAZARIBAGH,41,54,635,2777,2007,2777,JHARKHAND
JHARKHAND,76,53,31,85,150,18,HAZARIBAGH,41,68,348,2498,2001,2498,JHARKHAND
JHARKHAND,80,69,36,32,116,97,HAZARIBAGH,57,55,465,3021,2008,3021,JHARKHAND
JHARKHAND,69,56,27,17,68,42,HAZARIBAGH,30,41,214,2238,2010,2238,JHARKHAND
JHARKHAND,81,52,41,103,132,30,HAZARIBAGH,40,102,406,2839,2003,2839,JHARKHAND
JHARKHAND,86,48,31,60,103,90,HAZARIBAGH,71,66,537,2621,2004,2621,JHARKHAND
JHARKHAND,61,58,32,11,66,9,HAZARIBAGH,33,34,420,2409,2009,2409,JHARKHAND
GUJARAT,46,36,0,6,132,197,HIMATNAGAR,5,9,234,6041,2007,6041,GUJARAT
GUJARAT,34,37,0,12,86,208,HIMATNAGAR,15,10,200,3365,2009,3365,GUJARAT
GUJARAT,55,33,4,23,204,165,HIMATNAGAR,17,29,191,4013,2001,4013,GUJARAT
GUJARAT,28,54,0,5,104,240,HIMATNAGAR,18,10,212,3713,2010,3713,GUJARAT
GUJARAT,26,33,0,15,145,147,HIMATNAGAR,12,20,222,4380,2005,4380,GUJARAT
GUJARAT,35,32,0,6,115,151,HIMATNAGAR,11,13,211,6525,2006,6525,GUJARAT
GUJARAT,38,40,0,11,83,217,HIMATNAGAR,16,19,206,4887,2008,4887,GUJARAT
GUJARAT,71,43,1,81,259,138,HIMATNAGAR,11,28,238,4386,2002,4386,GUJARAT
GUJARAT,42,44,2,14,200,160,HIMATNAGAR,6,30,331,4182,2003,4182,GUJARAT
GUJARAT,35,51,0,15,200,204,HIMATNAGAR,10,25,194,4053,2004,4053,GUJARAT
MAHARASHTRA,29,9,3,6,81,98,HINGOLI,9,24,167,1597,2007,1597,MAHARASHTRA
MAHARASHTRA,36,10,2,4,119,134,HINGOLI,20,39,241,1841,2001,1841,MAHARASHTRA
MAHARASHTRA,32,7,6,7,103,98,HINGOLI,17,34,163,1629,2002,1629,MAHARASHTRA
MAHARASHTRA,28,7,1,4,98,112,HINGOLI,14,44,142,1735,2003,1735,MAHARASHTRA
MAHARASHTRA,35,18,1,10,113,85,HINGOLI,13,34,202,1689,2004,1689,MAHARASHTRA
MAHARASHTRA,38,8,1,9,93,115,HINGOLI,14,40,180,1865,2010,1865,MAHARASHTRA
MAHARASHTRA,43,11,7,13,82,99,HINGOLI,17,34,166,1751,2008,1751,MAHARASHTRA
MAHARASHTRA,34,18,2,9,119,106,HINGOLI,15,41,243,1908,2005,1908,MAHARASHTRA
MAHARASHTRA,41,14,8,8,93,100,HINGOLI,15,38,234,1790,2006,1790,MAHARASHTRA
MAHARASHTRA,50,20,3,9,100,106,HINGOLI,10,41,187,1667,2009,1667,MAHARASHTRA
HARYANA,51,35,19,3,248,139,HISSAR,25,28,526,2709,2005,2709,HARYANA
HARYANA,50,36,17,6,199,80,HISSAR,16,14,360,2355,2003,2355,HARYANA
HARYANA,58,36,17,1,223,158,HISSAR,23,21,517,3117,2006,3117,HARYANA
HARYANA,52,59,19,1,214,214,HISSAR,23,23,560,3166,2008,3166,HARYANA
HARYANA,91,103,13,5,320,261,HISSAR,25,51,829,3821,2010,3821,HARYANA
HARYANA,49,55,12,2,186,127,HISSAR,16,20,430,2464,2004,2464,HARYANA
HARYANA,45,34,24,2,244,117,HISSAR,10,27,438,2830,2001,2830,HARYANA
HARYANA,56,58,15,7,216,208,HISSAR,33,43,590,3346,2009,3346,HARYANA
HARYANA,55,63,7,0,200,157,HISSAR,21,11,494,2986,2007,2986,HARYANA
HARYANA,52,27,28,3,211,96,HISSAR,15,28,402,2545,2002,2545,HARYANA
WEST BENGAL,77,37,5,5,13,328,HOOGHLY,32,13,438,2773,2002,2773,WEST BENGAL
WEST BENGAL,90,47,16,12,39,549,HOOGHLY,57,24,631,3632,2007,3632,WEST BENGAL
WEST BENGAL,58,34,5,9,64,539,HOOGHLY,42,21,469,3270,2005,3270,WEST BENGAL
WEST BENGAL,81,44,10,8,15,372,HOOGHLY,29,28,587,3020,2001,3020,WEST BENGAL
WEST BENGAL,82,38,23,12,83,501,HOOGHLY,56,39,645,3663,2004,3663,WEST BENGAL
WEST BENGAL,88,37,14,18,25,383,HOOGHLY,39,29,594,3031,2003,3031,WEST BENGAL
WEST BENGAL,92,50,17,15,26,567,HOOGHLY,54,52,652,3844,2008,3844,WEST BENGAL
WEST BENGAL,124,87,12,13,3,694,HOOGHLY,52,40,760,4748,2010,4748,WEST BENGAL
WEST BENGAL,81,28,8,11,35,467,HOOGHLY,43,25,511,3220,2006,3220,WEST BENGAL
WEST BENGAL,98,109,25,11,16,629,HOOGHLY,48,35,571,4064,2009,4064,WEST BENGAL
MADHYA PRADESH,47,16,12,2,252,29,HOSHANGABAD,57,32,386,3066,2006,3066,MADHYA PRADESH
MADHYA PRADESH,49,13,19,1,337,52,HOSHANGABAD,70,48,357,3361,2003,3361,MADHYA PRADESH
MADHYA PRADESH,46,23,10,4,214,101,HOSHANGABAD,59,41,347,3562,2009,3562,MADHYA PRADESH
MADHYA PRADESH,52,24,16,2,180,44,HOSHANGABAD,64,32,427,3562,2008,3562,MADHYA PRADESH
MADHYA PRADESH,41,23,11,0,157,59,HOSHANGABAD,52,33,394,3174,2007,3174,MADHYA PRADESH
MADHYA PRADESH,48,22,9,0,311,45,HOSHANGABAD,62,40,339,3156,2002,3156,MADHYA PRADESH
MADHYA PRADESH,53,19,9,0,253,31,HOSHANGABAD,65,31,286,2741,2001,2741,MADHYA PRADESH
MADHYA PRADESH,41,23,10,1,229,58,HOSHANGABAD,64,37,375,3546,2005,3546,MADHYA PRADESH
MADHYA PRADESH,50,26,8,2,264,71,HOSHANGABAD,51,29,371,3484,2004,3484,MADHYA PRADESH
MADHYA PRADESH,52,41,20,4,216,111,HOSHANGABAD,73,46,368,4284,2010,4284,MADHYA PRADESH
PUNJAB,51,40,5,3,154,74,HOSHIARPUR,26,18,190,1688,2010,1688,PUNJAB
PUNJAB,47,27,12,7,89,46,HOSHIARPUR,19,10,119,1237,2001,1237,PUNJAB
PUNJAB,38,40,7,7,84,51,HOSHIARPUR,30,7,107,1205,2003,1205,PUNJAB
PUNJAB,36,35,13,4,81,57,HOSHIARPUR,25,7,115,1351,2006,1351,PUNJAB
PUNJAB,33,27,13,2,90,73,HOSHIARPUR,35,7,181,1529,2008,1529,PUNJAB
PUNJAB,39,38,9,3,133,57,HOSHIARPUR,37,8,187,1706,2009,1706,PUNJAB
PUNJAB,31,22,12,19,80,55,HOSHIARPUR,19,20,111,1339,2002,1339,PUNJAB
PUNJAB,35,29,13,3,67,39,HOSHIARPUR,23,3,75,1175,2004,1175,PUNJAB
PUNJAB,43,35,6,1,106,71,HOSHIARPUR,27,2,210,1690,2007,1690,PUNJAB
PUNJAB,34,24,8,3,59,46,HOSHIARPUR,23,5,92,1120,2005,1120,PUNJAB
WEST BENGAL,111,216,31,40,64,1078,HOWRAH,59,68,1399,8519,2010,8519,WEST BENGAL
WEST BENGAL,69,96,33,4,8,422,HOWRAH,45,17,635,4073,2007,4073,WEST BENGAL
WEST BENGAL,18,10,9,8,3,65,HOWRAH,6,8,120,1359,2002,1359,WEST BENGAL
WEST BENGAL,31,27,15,12,4,122,HOWRAH,21,13,206,1760,2004,1760,WEST BENGAL
WEST BENGAL,25,14,12,3,2,59,HOWRAH,9,10,107,1113,2003,1113,WEST BENGAL
WEST BENGAL,28,17,8,5,1,43,HOWRAH,2,3,170,1195,2001,1195,WEST BENGAL
WEST BENGAL,93,148,21,10,17,743,HOWRAH,39,23,878,5500,2009,5500,WEST BENGAL
WEST BENGAL,53,73,26,6,13,368,HOWRAH,60,8,639,3633,2006,3633,WEST BENGAL
WEST BENGAL,50,41,9,5,3,243,HOWRAH,41,5,141,1658,2005,1658,WEST BENGAL
WEST BENGAL,82,121,20,11,11,595,HOWRAH,46,25,874,5487,2008,5487,WEST BENGAL
WEST BENGAL,24,28,5,4,2,71,HOWRAH CITY,10,16,283,1258,2002,1258,WEST BENGAL
WEST BENGAL,21,24,5,3,6,84,HOWRAH CITY,7,16,353,1438,2001,1438,WEST BENGAL
WEST BENGAL,31,30,9,3,8,157,HOWRAH CITY,20,30,485,2381,2005,2381,WEST BENGAL
WEST BENGAL,18,17,5,5,2,65,HOWRAH CITY,6,21,275,1417,2003,1417,WEST BENGAL
WEST BENGAL,30,21,5,10,5,120,HOWRAH CITY,15,22,402,1992,2004,1992,WEST BENGAL
WEST BENGAL,10,6,0,4,0,0,HOWRAH G.R.P.,0,4,561,708,2010,708,WEST BENGAL
WEST BENGAL,18,10,0,5,0,0,HOWRAH G.R.P.,1,10,673,951,2001,951,WEST BENGAL
WEST BENGAL,13,3,1,1,0,1,HOWRAH G.R.P.,1,6,316,455,2009,455,WEST BENGAL
WEST BENGAL,9,4,0,0,0,0,HOWRAH G.R.P.,1,5,401,493,2007,493,WEST BENGAL
WEST BENGAL,11,4,0,2,0,1,HOWRAH G.R.P.,0,8,292,467,2003,467,WEST BENGAL
WEST BENGAL,9,5,2,3,1,0,HOWRAH G.R.P.,0,4,696,826,2006,826,WEST BENGAL
WEST BENGAL,7,12,0,1,0,0,HOWRAH G.R.P.,0,1,281,569,2005,569,WEST BENGAL
WEST BENGAL,10,11,0,1,0,0,HOWRAH G.R.P.,1,5,275,498,2004,498,WEST BENGAL
WEST BENGAL,5,4,0,5,0,0,HOWRAH G.R.P.,0,1,521,666,2008,666,WEST BENGAL
WEST BENGAL,9,2,0,1,0,1,HOWRAH G.R.P.,3,10,316,509,2002,509,WEST BENGAL
ANDHRA PRADESH,124,246,42,18,1875,1082,HYDERABAD CITY,57,91,6574,20252,2003,20252,ANDHRA PRADESH
ANDHRA PRADESH,117,169,24,11,1348,590,HYDERABAD CITY,57,68,3777,14413,2002,14413,ANDHRA PRADESH
